Time,Open,High,Low,Last,Change,%Chg,Volume,Difference
06-Sep-19,10883.8,10957.05,10867.45,10946.2,98.3,0.91%,0,0.329848031
09-Sep-19,10936.7,11028.85,10889.8,11003.05,56.85,0.52%,0,-0.086863496
11-Sep-19,11028.5,11054.8,11011.65,11035.7,32.65,0.30%,0,0.230765743
12-Sep-19,11058.3,11081.75,10964.95,10982.8,-52.9,-0.48%,0,0.204371377
13-Sep-19,10986.8,11084.45,10945.75,11075.9,93.1,0.85%,0,0.036407325
16-Sep-19,10994.85,11052.7,10968.2,11003.5,-72.4,-0.65%,0,-0.737163308
17-Sep-19,11000.1,11000.1,10796.5,10817.6,-185.9,-1.69%,0,-0.03090881
18-Sep-19,10872.8,10885.15,10804.85,10840.65,23.05,0.21%,0,0.507688912
19-Sep-19,10845.2,10845.2,10670.25,10704.8,-135.85,-1.25%,0,0.041954044
20-Sep-19,10746.8,11381.9,10691,11274.2,569.4,5.32%,0,0.39081401
23-Sep-19,11542.7,11694.85,11471.35,11600.2,326,2.89%,0,2.326145529
24-Sep-19,11590.7,11655.05,11539.2,11588.2,-12,-0.10%,0,-0.081962263
25-Sep-19,11564.85,11564.95,11416.1,11440.2,-148,-1.28%,0,-0.20190491
26-Sep-19,11469.85,11610.85,11466.35,11571.2,131,1.15%,0,0.258503817
27-Sep-19,11556.35,11593.6,11499.75,11512.4,-58.8,-0.51%,0,-0.128500781
30-Sep-19,11491.15,11508.25,11390.8,11474.45,-37.95,-0.33%,0,-0.18492492
01-Oct-19,11515.4,11554.2,11247.9,11359.9,-114.55,-1.00%,0,0.355610747
03-Oct-19,11322.25,11370.4,11257.35,11314,-45.9,-0.40%,0,-0.332531078
04-Oct-19,11388.45,11400.3,11158.35,11174.75,-139.25,-1.23%,0,0.65373251
07-Oct-19,11196.2,11233.85,11112.65,11126.4,-48.35,-0.43%,0,0.191582858
09-Oct-19,11152.95,11321.6,11090.15,11313.3,186.9,1.68%,0,0.238053609
